transaction_operation_id,transaction_id,status,type,acquirer_name,transaction_operation_created_at
to_6477fcc84d6c2a3e97bd,25d09f576a,dropped,capture,,2020-09-09 17:57:37.209000000
to_14d7fc277d61f1f4cff0,25d09f576a,failed,authorize,pagarme,2020-09-09 17:57:37.221000000
to_952c9cfc573635c1ecb7,25d09f576a,failed,authorize,acquirer_1,2020-09-09 17:57:37.868000000
to_55a04fc065f12f7d56fe,25d09f576a,failed,authorize,acquirer_2,2020-09-09 17:57:37.330000000
to_b3ca4fda6567ea921f33,703cb3627a,success,conciliate,pagarme,2020-09-11 06:03:54.466000000
to_f88ada1c4c2715a65cfc,703cb3627a,success,issue,pagarme,2020-09-09 17:59:41.535000000
to_0b8f5a1118a894633575,703cb3627a,success,authorize,pagarme,2020-09-09 17:59:41.542000000
to_c3a450985e606441e147,d54add4807,dropped,capture,,2020-09-09 17:59:40.186000000
to_72cef7720660aa681c63,d54add4807,failed,authorize,pagarme,2020-09-09 17:59:40.196000000
to_c6bb5395a06bdec12ec3,d54add4807,failed,authorize,acquirer_1,2020-09-09 17:59:41.465000000
to_01e41b779e9dd587767c,d54add4807,failed,authorize,acquirer_3,2020-09-09 17:59:40.982000000
to_d22bc9d8c10a134cce53,d54add4807,failed,authorize,acquirer_3,2020-09-09 17:59:40.325000000
to_7010af230f8bc82e2537,22c7bdab93,success,capture,acquirer_3,2020-09-09 17:56:14.540000000
to_a90528a7596789fec201,22c7bdab93,success,authorize,acquirer_3,2020-09-09 17:55:03.122000000
to_fdf36b572da8b45248a8,5f42e8420e,success,capture,acquirer_3,2020-09-09 17:59:20.341000000
to_cdc4a6ce948aa9f226f8,5f42e8420e,success,capture,pagarme,2020-09-09 17:59:20.296000000
to_fcf356e468ed0938b5c6,5f42e8420e,success,authorize,acquirer_3,2020-09-09 17:59:19.041000000
to_425746f5b3baa7385ef3,5f42e8420e,success,authorize,pagarme,2020-09-09 17:59:18.916000000
to_50460d9e7d2aaf54fc79,e15ab84290,success,conciliate,pagarme,2020-09-11 06:03:56.051000000
to_f2ed990a0edfe4ad6460,e15ab84290,success,issue,pagarme,2020-09-09 17:55:11.185000000
to_a89a4b22e84ce9ebf248,e15ab84290,success,authorize,pagarme,2020-09-09 17:55:11.195000000
to_f7fe6e53ecaa121f8220,62ad85b68d,success,conciliate,pagarme,2020-09-10 08:21:59.957000000
to_68df6aba211f3775716a,62ad85b68d,success,issue,pagarme,2020-09-09 17:55:17.477000000
to_a848e84db117520f3fa4,62ad85b68d,success,authorize,pagarme,2020-09-09 17:55:17.486000000
to_05da8e9b807a886e1c6d,28bfe04111,success,capture,acquirer_2,2020-09-09 18:10:45.931000000
to_28d8acd80463fa2de383,28bfe04111,success,authorize,acquirer_2,2020-09-09 17:55:46.078000000
to_43f041e71865f7ca1c96,466053c056,success,capture,acquirer_3,2020-09-09 18:03:54.719000000
to_e2530f89f72129471714,466053c056,success,authorize,acquirer_3,2020-09-09 17:59:04.399000000
to_b5e74f163e79443c396d,4580264799,success,capture,acquirer_3,2020-09-09 17:59:20.667000000
to_d13e9ea7954338d23c37,4580264799,success,capture,pagarme,2020-09-09 17:59:19.412000000
to_b42c85d2aa9701b10346,4580264799,success,authorize,pagarme,2020-09-09 17:59:19.422000000
to_505087b8bb08b1bcf24a,4580264799,success,authorize,acquirer_3,2020-09-09 17:59:19.524000000
to_862901b5cbebdc523410,2fd57e342e,success,capture,acquirer_3,2020-09-09 17:56:48.915000000
to_197106529f231313c437,2fd57e342e,success,capture,pagarme,2020-09-09 17:56:47.843000000
to_6d93da40fee636f01698,2fd57e342e,success,authorize,pagarme,2020-09-09 17:56:47.853000000
to_5e268f4557db57b7ff93,2fd57e342e,success,authorize,acquirer_3,2020-09-09 17:56:47.966000000
to_cff1c54ba759bc6a2610,e1b9fe533c,success,conciliate,pagarme,2020-09-12 06:02:48.137000000
to_22599d5a25476d510b94,e1b9fe533c,success,issue,pagarme,2020-09-09 17:55:41.887000000
to_cdfaad70bb9572212282,e1b9fe533c,success,authorize,pagarme,2020-09-09 17:55:41.893000000
to_fe580c89a7c1249dc7b4,55fe7addba,success,conciliate,pagarme,2020-09-10 08:21:54.188000000
to_19147dbc025b0065d021,55fe7addba,success,issue,pagarme,2020-09-09 17:58:14.806000000
to_7081a3b5be100629566c,55fe7addba,success,authorize,pagarme,2020-09-09 17:58:14.829000000
to_08120c08a59a555eb4da,029d958de9,success,conciliate,pagarme,2020-09-10 08:21:53.182000000
to_10685ab1138fdf721eb3,029d958de9,success,issue,pagarme,2020-09-09 17:58:55.253000000
to_e00ce5e74fdf78f46be4,029d958de9,success,authorize,pagarme,2020-09-09 17:58:55.259000000
to_d30e1b5dee4caf03ec9a,8ffa854df3,success,conciliate,pagarme,2020-09-10 08:21:58.974000000
to_ee4ffbe9a391b9273204,8ffa854df3,success,issue,pagarme,2020-09-09 17:56:03.065000000
to_bff5c026a2b25a6eb103,8ffa854df3,success,authorize,pagarme,2020-09-09 17:56:03.082000000
to_25716a133f74bd7f6ffc,d90a613594,success,conciliate,pagarme,2020-09-10 08:07:24.702000000
to_5b344c93bb5a5878e3a9,d90a613594,success,issue,pagarme,2020-09-09 17:54:48.519000000
to_162ec1978d7886fd95b2,d90a613594,success,authorize,pagarme,2020-09-09 17:54:48.527000000
to_6e4f321f991b3d0ad830,7c5bff25b7,dropped,capture,,2020-09-09 17:57:12.340000000
to_0e6bc73f5a8d1588b341,7c5bff25b7,failed,authorize,pagarme,2020-09-09 17:57:12.345000000
to_831ed7d778996b27e3b3,7c5bff25b7,failed,authorize,acquirer_1,2020-09-09 17:57:14.090000000
to_69b459bed5604153f271,7c5bff25b7,failed,authorize,acquirer_1,2020-09-09 17:57:13.281000000
to_9e3c4da29e478814c069,7c5bff25b7,failed,authorize,acquirer_3,2020-09-09 17:57:12.451000000
to_e425f22ffd430b29f201,b304a5a81e,success,capture,acquirer_3,2020-09-09 17:58:37.327000000
to_a49f5d250c989dbd59a6,b304a5a81e,success,capture,pagarme,2020-09-09 17:58:36.402000000
to_ce6e2b57eb0da4e710d6,b304a5a81e,success,authorize,pagarme,2020-09-09 17:58:36.407000000
to_93c7a9f51c001e763aa8,b304a5a81e,success,authorize,acquirer_3,2020-09-09 17:58:36.507000000
to_b4f93755c25fc4b3d2b3,36ef57d772,dropped,capture,,2020-09-09 17:59:31.416000000
to_5ba25288a38e52274e36,36ef57d772,failed,authorize,pagarme,2020-09-09 17:59:31.425000000
to_9eac5bcbecb76b807b3a,36ef57d772,failed,authorize,acquirer_3,2020-09-09 17:59:31.543000000
to_94a56600d1ac8ca347b1,9ef8875027,success,conciliate,pagarme,2020-09-17 08:06:31.654000000
to_b177904d84f62150e913,9ef8875027,success,issue,pagarme,2020-09-09 17:59:42.951000000
to_b9fe46a0bbce801923f4,9ef8875027,success,authorize,pagarme,2020-09-09 17:59:37.868000000
to_f8b915a8f9bf8039a494,d3146ba980,success,conciliate,pagarme,2020-09-10 08:22:00.894000000
to_82c2980981ab5029b773,d3146ba980,success,issue,pagarme,2020-09-09 17:54:49.753000000
to_09f61ff713a88f0438e8,d3146ba980,success,authorize,pagarme,2020-09-09 17:54:49.764000000
to_15308b3be381e632bdd2,112c6287d9,success,capture,acquirer_3,2020-09-09 17:57:50.020000000
to_1c28cc3ba99abb0fe911,112c6287d9,success,capture,pagarme,2020-09-09 17:57:48.888000000
to_24cf70adc3ee36e16cbc,112c6287d9,success,authorize,pagarme,2020-09-09 17:57:48.898000000
to_2c7e30890e2ad0985cc2,112c6287d9,success,authorize,acquirer_3,2020-09-09 17:57:49.002000000
to_c7d6455733a2abe59c84,749fe15996,success,issue,pagarme,2020-09-09 17:59:39.720000000
to_cbfc5b96ea814e169861,749fe15996,success,authorize,pagarme,2020-09-09 17:59:39.727000000
to_62238c95f44e0957c2c9,e28f035ddc,success,conciliate,pagarme,2020-09-10 08:21:59.860000000
to_4144c15d13ba9fd138ed,e28f035ddc,success,issue,pagarme,2020-09-09 17:55:20.348000000
to_08006ab54191bd30a8e6,e28f035ddc,success,authorize,pagarme,2020-09-09 17:55:20.357000000
to_902b779edd55f98fd901,94c8c79966,success,capture,acquirer_3,2020-09-09 17:59:19.127000000
to_ab0e76aed24d848b6516,94c8c79966,success,capture,pagarme,2020-09-09 17:59:18.419000000
to_bae51bc4a94ea7388f50,94c8c79966,success,authorize,pagarme,2020-09-09 17:59:18.430000000
to_f914b503aafc4cc3f49f,94c8c79966,success,authorize,acquirer_3,2020-09-09 17:59:18.558000000
to_ced9475f93abe4fbb93d,6b05076857,success,issue,pagarme,2020-09-09 17:59:43.605000000
to_a5be233582476d9744f1,6b05076857,success,authorize,pagarme,2020-09-09 17:59:43.611000000
to_ca3a6da3f6944e73f79c,fbd0c6441b,success,capture,acquirer_3,2020-09-09 17:56:11.842000000
to_f700616f1d98c7370db8,fbd0c6441b,success,capture,pagarme,2020-09-09 17:56:10.636000000
to_978863a01ecfb5224413,fbd0c6441b,success,authorize,pagarme,2020-09-09 17:56:10.642000000
to_841d788096bd15de7d84,fbd0c6441b,success,authorize,acquirer_3,2020-09-09 17:56:10.753000000
to_24698383907d0e5d4aee,6cc8181eab,success,conciliate,pagarme,2020-09-11 06:22:42.697000000
to_022ee0df738c17dfc21b,6cc8181eab,success,issue,pagarme,2020-09-09 17:58:29.378000000
to_7039b71590705370124d,6cc8181eab,success,authorize,pagarme,2020-09-09 17:58:29.383000000
to_e949c16b17c09979586d,37fc937450,success,refund,acquirer_1,2020-09-09 18:21:43.526000000
to_572a3e21fc14ab64af9c,37fc937450,success,capture,acquirer_1,2020-09-09 17:42:10.282000000
to_bfdd0747ebabb10f9f0e,37fc937450,success,authorize,acquirer_1,2020-09-09 17:42:10.290000000
to_b9088d65fb0db55670b7,9dd9fd6730,dropped,capture,,2020-09-09 17:57:08.492000000
to_461b26cf6e3b0a94e7a8,9dd9fd6730,failed,authorize,pagarme,2020-09-09 17:57:08.501000000
to_daac43f62be5359628c4,9dd9fd6730,failed,authorize,acquirer_1,2020-09-09 17:57:09.627000000
to_6dc943d43b73ae915ae7,9dd9fd6730,failed,authorize,acquirer_1,2020-09-09 17:57:08.612000000
to_75d5349c609a1f511373,c5a7a4bf70,success,capture,acquirer_3,2020-09-09 17:57:54.351000000
to_a77ea1dcf64ebdf8c25a,c5a7a4bf70,success,capture,pagarme,2020-09-09 17:57:53.563000000
to_550f591cc7e9a9a09166,c5a7a4bf70,success,authorize,pagarme,2020-09-09 17:57:53.569000000
to_ed9e93f4a85089f05390,c5a7a4bf70,success,authorize,acquirer_3,2020-09-09 17:57:53.695000000
to_e3a8647ee0c5043bf9fe,037f2cf389,success,issue,pagarme,2020-09-09 17:59:10.243000000
to_f3e9b8dc70abb067af1b,037f2cf389,success,authorize,pagarme,2020-09-09 17:59:10.249000000
to_62e5733c14b610d1c618,ce2373dd23,failed,authorize,pagarme,2020-09-09 17:57:14.159000000
to_4574ab4da8b9e3f0df45,ce2373dd23,failed,authorize,acquirer_1,2020-09-09 17:57:15.359000000
to_a3f8cd63dbf53460be75,ce2373dd23,failed,authorize,acquirer_3,2020-09-09 17:57:14.996000000
to_28f0edd353033e03cf72,ce2373dd23,failed,authorize,acquirer_3,2020-09-09 17:57:14.285000000
to_476ba9f43c7e79d17ab5,5f00b5c931,success,authorize,pagarme,2020-09-09 17:59:44.409000000
to_75717895f4c4892756be,5f00b5c931,success,authorize,acquirer_3,2020-09-09 17:59:44.554000000
to_8f9f87436953c9945bed,7e246d5f76,success,conciliate,pagarme,2020-09-11 06:22:44.773000000
to_fc54f62740ea93ace0ad,7e246d5f76,success,issue,pagarme,2020-09-09 17:55:35.646000000
to_aa3870395f2bdac28068,7e246d5f76,success,authorize,pagarme,2020-09-09 17:55:35.654000000
to_f062a6ad30ce9c7d8046,7d9f92c5c5,failed,authorize,acquirer_1,2020-09-09 17:58:57.864000000
to_b3ac6e56d25e31dc0317,7d9f92c5c5,failed,authorize,pagarme,2020-09-09 17:58:56.391000000
to_d165a336130be297ae01,7d9f92c5c5,failed,authorize,acquirer_1,2020-09-09 17:58:57.115000000
to_861d3a5cc0e814cebcd4,7d9f92c5c5,failed,authorize,acquirer_3,2020-09-09 17:58:56.580000000
to_ffbe323674fe2817950f,7d9f92c5c5,failed,authorize,acquirer_2,2020-09-09 17:58:55.452000000
to_ce42574e4cb8b327f527,acd57c7764,success,capture,acquirer_3,2020-09-09 19:24:03.097000000
to_4fccd62452013f691b20,acd57c7764,success,capture,pagarme,2020-09-09 19:24:03.016000000
to_77e14a53b18a7daaee01,acd57c7764,success,authorize,acquirer_3,2020-09-09 17:58:55.957000000
to_c516c371fcd586446861,acd57c7764,success,authorize,pagarme,2020-09-09 17:58:55.835000000
to_2344a416bec0fe664187,95957797ae,success,capture,acquirer_3,2020-09-09 14:48:48.484000000
to_312971559f8b13688fc0,95957797ae,success,capture,pagarme,2020-09-09 14:48:47.799000000
to_3232f98bf6f096932588,95957797ae,success,authorize,pagarme,2020-09-09 14:48:47.804000000
to_fbdf10fb5bf3c0432959,95957797ae,success,authorize,acquirer_3,2020-09-09 14:48:47.905000000
to_cd22374d812cdc9dee60,9b31965e7e,success,capture,acquirer_3,2020-09-09 17:57:35.518000000
to_d2e749e40feb5f6551a3,9b31965e7e,success,capture,pagarme,2020-09-09 17:57:34.300000000
to_c64d440bdbdc9cf66f22,9b31965e7e,success,authorize,pagarme,2020-09-09 17:57:34.310000000
to_0527ffe511ee887888b7,9b31965e7e,success,authorize,acquirer_3,2020-09-09 17:57:34.424000000
to_6c0a92ee616b2d322053,da30c4197f,success,capture,acquirer_3,2020-09-09 17:58:07.297000000
to_044f909e9f55fb01bfeb,da30c4197f,success,capture,pagarme,2020-09-09 17:58:07.266000000
to_d9a485b201864ea8b069,da30c4197f,success,authorize,pagarme,2020-09-09 17:58:04.888000000
to_755ed54a01033f645850,da30c4197f,success,authorize,acquirer_3,2020-09-09 17:58:05.020000000
to_fe5547cd36b725207fd9,8edff7e055,failed,authorize,pagarme,2020-09-09 17:58:53.735000000
to_e5f71f8912923d7be038,8edff7e055,failed,authorize,acquirer_1,2020-09-09 17:58:54.651000000
to_28d139cb47973d5f3950,8edff7e055,failed,authorize,acquirer_3,2020-09-09 17:58:54.310000000
to_dc30ec12ebeeded8e3dc,8edff7e055,failed,authorize,acquirer_3,2020-09-09 17:58:53.852000000
to_bda1c65391f8abb1e424,ffbdd0e0f2,success,capture,acquirer_3,2020-09-09 17:55:21.811000000
to_85d08562dd710f1048a4,ffbdd0e0f2,success,capture,pagarme,2020-09-09 17:55:19.521000000
to_ec7858534cc7bafe8c8a,ffbdd0e0f2,success,authorize,pagarme,2020-09-09 17:55:19.532000000
to_c1e7bf9eb731959bfb1c,ffbdd0e0f2,success,authorize,acquirer_3,2020-09-09 17:55:19.643000000
to_8b2533a14379f80179a8,92701282a5,success,refund,pagarme,2020-09-09 22:56:19.914000000
to_b497ca5e0779d27a6c5e,92701282a5,success,refund,acquirer_3,2020-09-09 22:56:19.957000000
to_c1c1c54a424b22961e2c,92701282a5,success,authorize,pagarme,2020-09-09 17:35:48.268000000
to_dbe47d58a280c7e00028,92701282a5,success,authorize,acquirer_3,2020-09-09 17:35:48.371000000
to_a3428fcd873e55d284ec,0f76cc1d61,success,capture,acquirer_2,2020-09-09 18:12:51.281000000
to_281727e300ad13f9b94b,0f76cc1d61,success,authorize,acquirer_2,2020-09-09 17:58:29.869000000
to_e80c893e08a2bf0e24b9,9a941bcbaa,success,conciliate,pagarme,2020-09-11 06:03:55.702000000
to_44b56f1cd7e43da3996b,9a941bcbaa,success,issue,pagarme,2020-09-09 17:55:59.406000000
to_b04277224edda53e0549,9a941bcbaa,success,authorize,pagarme,2020-09-09 17:55:59.421000000
to_a7d0b058f9779f1c9ef6,cab154fff9,success,conciliate,pagarme,2020-09-10 08:21:58.479000000
to_ee509da6a136d39954f7,cab154fff9,success,issue,pagarme,2020-09-09 17:56:19.713000000
to_0c108827dcc104b3504e,cab154fff9,success,authorize,pagarme,2020-09-09 17:56:19.718000000
to_5d6779b78e44bff99c47,debd5402ab,success,refund,acquirer_2,2020-09-11 21:47:00.806000000
to_15bb00c10dfd5fb2fd4b,debd5402ab,success,capture,acquirer_2,2020-09-09 19:26:38.171000000
to_1ee35bb8cc9cc339f5dd,debd5402ab,success,authorize,acquirer_2,2020-09-09 17:50:23.214000000
to_1346fdccf6f74190be61,2d4365e9ac,success,conciliate,pagarme,2020-09-10 08:07:24.827000000
to_f05144390962014bb43e,2d4365e9ac,success,issue,pagarme,2020-09-09 17:54:43.125000000
to_9e27da44b469239723db,2d4365e9ac,success,authorize,pagarme,2020-09-09 17:54:43.131000000
to_e162149ff039c0d44a62,23de4cb490,success,authorize,pagarme,2020-09-09 17:59:23.274000000
to_9d742dd9a0eab7f895b2,23de4cb490,success,authorize,acquirer_3,2020-09-09 17:59:23.423000000
to_c98937715168df2ec362,bff6dcd7c0,success,refund,pagarme,2020-09-09 17:52:41.111000000
to_de98e97012a2aaf44641,bff6dcd7c0,success,refund,acquirer_3,2020-09-09 17:52:41.162000000
to_cc4bade74c1d40b307ef,bff6dcd7c0,success,authorize,acquirer_3,2020-09-09 17:52:40.157000000
to_08f15eedb391de2224f7,bff6dcd7c0,success,authorize,pagarme,2020-09-09 17:52:39.997000000
to_c4ed4ead9a08776cd9ef,7d7f7861a7,success,capture,acquirer_3,2020-09-09 17:58:10.138000000
to_163e3c9725a54baa3362,7d7f7861a7,success,capture,pagarme,2020-09-09 17:58:09.414000000
to_690ebbe2e3bbbf35c7bd,7d7f7861a7,success,authorize,pagarme,2020-09-09 17:58:09.420000000
to_a98205d989eff53fa035,7d7f7861a7,success,authorize,acquirer_3,2020-09-09 17:58:09.534000000
to_f3ed265609a393196824,891717f5ac,success,capture,acquirer_3,2020-09-09 17:56:29.863000000
to_75a108559028fc090335,891717f5ac,success,capture,pagarme,2020-09-09 17:56:28.972000000
to_eab7b774eb5a4a28520f,891717f5ac,success,authorize,pagarme,2020-09-09 17:56:28.979000000
to_355e424f7ca8f93f1afb,891717f5ac,success,authorize,acquirer_3,2020-09-09 17:56:29.074000000
to_f850e999643b6cac4602,cca4a54a17,success,capture,acquirer_3,2020-09-09 17:55:08.144000000
to_72463ac2182222166c46,cca4a54a17,success,capture,pagarme,2020-09-09 17:55:06.676000000
to_a5c1551b390747eafa98,cca4a54a17,success,authorize,pagarme,2020-09-09 17:55:06.699000000
to_7f1d58df6e0b0ea8d342,cca4a54a17,success,authorize,acquirer_3,2020-09-09 17:55:06.852000000
to_706e816ab0f55fe0f817,88a50bb340,success,capture,acquirer_3,2020-09-09 17:55:17.575000000
to_aeb3cb9e0cb3a5daec0b,88a50bb340,success,capture,pagarme,2020-09-09 17:55:17.029000000
to_1baf6112689bdff9f44a,88a50bb340,success,authorize,pagarme,2020-09-09 17:55:17.033000000
to_8354616e6c503eafcef2,88a50bb340,success,authorize,acquirer_3,2020-09-09 17:55:17.134000000
to_1ef8e79fe0c0522848a7,85d9edd4a5,success,capture,acquirer_3,2020-09-09 17:54:45.216000000
to_132324f4b458d36a1a11,85d9edd4a5,success,capture,pagarme,2020-09-09 17:54:45.176000000
to_52edd7e951d58321c7a6,85d9edd4a5,success,authorize,pagarme,2020-09-09 17:54:32.048000000
to_5e5e0a6b2c70b04f31f7,85d9edd4a5,success,authorize,acquirer_3,2020-09-09 17:54:32.160000000
to_36262ba7d0285a594c56,131a619114,success,conciliate,pagarme,2020-09-10 08:07:22.936000000
to_013ed48dfd6cabb4da61,131a619114,success,issue,pagarme,2020-09-09 17:56:08.989000000
to_06618ee31398480b6ddc,131a619114,success,authorize,pagarme,2020-09-09 17:56:09.003000000
to_7c4e28458e9acf1d2ae4,afb699449e,success,capture,acquirer_3,2020-09-09 18:03:54.691000000
to_d00fe701bfa043544ac3,afb699449e,success,authorize,acquirer_3,2020-09-09 17:57:13.212000000
to_ab82998d4b3d385e9a6a,483b00d98a,success,authorize,pagarme,2020-09-09 17:58:55.234000000
to_15f8087d8b705e3917a1,483b00d98a,success,authorize,acquirer_3,2020-09-09 17:58:55.386000000
to_7dd2f2da66380c9c61ba,2646a8a9f6,success,capture,acquirer_3,2020-09-09 17:59:51.612000000
to_5b407905125854d1165b,2646a8a9f6,success,capture,pagarme,2020-09-09 17:59:51.546000000
to_2f3d43374359ceee39fd,2646a8a9f6,success,authorize,acquirer_3,2020-09-09 17:59:38.465000000
to_e067680b9839e0e0f093,2646a8a9f6,success,authorize,pagarme,2020-09-09 17:59:38.362000000
to_dc105acadcd691824400,ed104132f1,success,conciliate,pagarme,2020-09-10 08:21:59.202000000
to_3286b1967790a8ae95d4,ed104132f1,success,issue,pagarme,2020-09-09 17:55:59.726000000
to_49083affde6bb2fc0d68,ed104132f1,success,authorize,pagarme,2020-09-09 17:55:59.737000000
to_344ad258c702fe1730b2,bc1b2c1829,failed,authorize,acquirer_1,2020-09-09 17:57:22.650000000
to_ff87a8bcf62e5d99da1b,bc1b2c1829,failed,authorize,pagarme,2020-09-09 17:57:21.223000000
to_b552b150048187f34431,bc1b2c1829,failed,authorize,acquirer_1,2020-09-09 17:57:21.776000000
to_6ca84ed022b5ac1d0653,bc1b2c1829,failed,authorize,acquirer_3,2020-09-09 17:57:21.244000000
to_2613873c92459405901c,bc1b2c1829,failed,authorize,acquirer_2,2020-09-09 17:57:20.260000000
to_3cd8a7bad1e4467e4a2e,4db9bfaa2b,success,capture,acquirer_3,2020-09-09 17:56:33.126000000
to_13f062e3b07ae786fb1a,4db9bfaa2b,success,capture,pagarme,2020-09-09 17:56:30.062000000
to_804a4dc393c79425fe27,4db9bfaa2b,success,authorize,pagarme,2020-09-09 17:56:30.074000000
to_f2a7c892febe45f92128,4db9bfaa2b,success,authorize,acquirer_3,2020-09-09 17:56:30.173000000
to_26b3ee2213f66301d51f,c5e96661ca,success,conciliate,pagarme,2020-09-11 06:22:43.306000000
to_b1f2196e827701cd44b1,c5e96661ca,success,issue,pagarme,2020-09-09 17:57:34.878000000
to_7fde0fc9e7b4b18d345c,c5e96661ca,success,authorize,pagarme,2020-09-09 17:57:30.882000000
to_170ceb1a64c004416a80,535bb901d2,success,capture,acquirer_3,2020-09-09 17:59:20.298000000
to_d2fce4c46f8b519d11d5,535bb901d2,success,capture,pagarme,2020-09-09 17:59:18.637000000
to_b325e4c3b7024a977dbf,535bb901d2,success,authorize,pagarme,2020-09-09 17:59:18.647000000
to_fdb47033af9cec53f7b6,535bb901d2,success,authorize,acquirer_3,2020-09-09 17:59:18.770000000
to_c1e84c56fe0480d9c0b7,b19a331f34,success,conciliate,pagarme,2020-09-10 08:21:52.524000000
to_7cdcb038357454c0644a,b19a331f34,success,issue,pagarme,2020-09-09 17:59:06.051000000
to_88f5599c22c968c3d6fc,b19a331f34,success,authorize,pagarme,2020-09-09 17:59:06.059000000
to_4c831974d889e7710727,39a3445910,success,conciliate,pagarme,2020-09-10 08:21:52.385000000
to_2d66556167016972ada4,39a3445910,success,issue,pagarme,2020-09-09 17:59:09.212000000
to_c15f8cecda71369302db,39a3445910,success,authorize,pagarme,2020-09-09 17:59:09.225000000
to_410d3cf17ca5a5cf936f,5a54658f1f,success,capture,acquirer_2,2020-09-11 18:50:22.311000000
to_8783b951c5c543a931a0,5a54658f1f,success,authorize,acquirer_2,2020-09-09 17:57:54.086000000
to_acf8b46e00b0f9e56418,250868876b,failed,authorize,pagarme,2020-09-09 17:58:53.174000000
to_6b95ad0f50ca18f7c357,250868876b,failed,authorize,acquirer_1,2020-09-09 17:58:54.124000000
to_ec53c68024decf1fcb9f,250868876b,failed,authorize,acquirer_3,2020-09-09 17:58:53.776000000
to_2ed05925633437bffe16,250868876b,failed,authorize,acquirer_3,2020-09-09 17:58:53.302000000
to_837ecb73d85878c87103,154caca0e3,success,issue,pagarme,2020-09-09 17:59:21.461000000
to_85cb64845295d1d160b7,154caca0e3,success,authorize,pagarme,2020-09-09 17:59:21.466000000
to_1e5a908273012537116b,36f4e7b9bd,success,conciliate,pagarme,2020-09-15 08:27:34.761000000
to_7516d54c8fc454d2941e,36f4e7b9bd,success,issue,pagarme,2020-09-09 17:55:15.250000000
to_b8d7a7baee01fbb36d82,36f4e7b9bd,success,authorize,pagarme,2020-09-09 17:55:15.254000000
to_7618440197c31f41483a,b0ba02f141,success,conciliate,pagarme,2020-09-10 08:07:22.934000000
to_74ab34fe29865fc9934f,b0ba02f141,success,issue,pagarme,2020-09-09 17:56:19.382000000
to_a4d6e81a4edd08edf966,b0ba02f141,success,authorize,pagarme,2020-09-09 17:56:19.388000000
to_52dcf6583739b2ec486f,5a4a952da3,success,conciliate,pagarme,2020-09-10 08:21:53.096000000
to_af41b832bd7df7da2d56,5a4a952da3,success,issue,pagarme,2020-09-09 17:58:55.473000000
to_042d0ddf1e777d92ea28,5a4a952da3,success,authorize,pagarme,2020-09-09 17:58:55.484000000
to_79cb2611caa7d82c317f,7b9e5aa4d0,success,refund,pagarme,2020-09-09 18:05:22.578000000
to_15c33c5689a337dae939,7b9e5aa4d0,success,refund,acquirer_3,2020-09-09 18:05:23.236000000
to_175f92ef21459108e745,7b9e5aa4d0,success,capture,acquirer_3,2020-09-09 17:50:26.125000000
to_2b8c6e37b98f18b1060e,7b9e5aa4d0,success,capture,pagarme,2020-09-09 17:50:25.405000000
to_82e2049f8ffc538e0471,7b9e5aa4d0,success,authorize,pagarme,2020-09-09 17:50:25.414000000
to_5bccca9db797b7df7eff,7b9e5aa4d0,success,authorize,acquirer_3,2020-09-09 17:50:25.538000000
to_ff5d3baece445c1d3dc0,66b37de5bd,success,conciliate,pagarme,2020-09-10 08:21:57.283000000
to_ce69824259cb248a6810,66b37de5bd,success,issue,pagarme,2020-09-09 17:56:57.533000000
to_c27c11515e239de62361,66b37de5bd,success,authorize,pagarme,2020-09-09 17:56:54.073000000
to_2e6cedca22dcb59bd2a8,5965f33ed6,success,capture,acquirer_3,2020-09-09 17:59:08.896000000
to_dc9651d58feccdef02a1,5965f33ed6,success,capture,pagarme,2020-09-09 17:59:08.128000000
to_e312e86070603fa351e6,5965f33ed6,success,authorize,pagarme,2020-09-09 17:59:08.136000000
to_0664ff8f5184504a7b9e,5965f33ed6,success,authorize,acquirer_3,2020-09-09 17:59:08.292000000
to_493f3d2a928d985a49fb,1a1d6225c2,success,conciliate,pagarme,2020-09-10 08:22:00.491000000
to_799567c53c3e1bad8d9f,1a1d6225c2,success,issue,pagarme,2020-09-09 17:55:07.813000000
to_4d0eb84819b0605db979,1a1d6225c2,success,authorize,pagarme,2020-09-09 17:55:07.819000000
to_0b126839f9ffffd1ea01,430ae81185,success,conciliate,pagarme,2020-09-12 06:02:48.155000000
to_a1364e5f54390cbd7309,430ae81185,success,issue,pagarme,2020-09-09 17:55:22.803000000
to_2ebead3becf152472da1,430ae81185,success,authorize,pagarme,2020-09-09 17:55:22.833000000
to_0240e5519b04c31f0eb5,371403c781,success,authorize,pagarme,2020-09-09 17:57:47.536000000
to_52833dd7a00271323909,371403c781,success,authorize,acquirer_3,2020-09-09 17:57:47.662000000
to_e6ce4a48b2551b9e30d2,5256106e03,success,capture,acquirer_3,2020-09-09 17:58:01.049000000
to_b622636c43eb5a5cdd27,5256106e03,success,capture,pagarme,2020-09-09 17:57:59.803000000
to_60dab1c47dfb0bd36d80,5256106e03,success,authorize,pagarme,2020-09-09 17:57:59.823000000
to_bde7f1d712377d63f9a4,5256106e03,success,authorize,acquirer_3,2020-09-09 17:57:59.940000000
to_8af75e88a12b053f8a85,bac1ca21c5,success,capture,acquirer_3,2020-09-09 17:58:23.503000000
to_973e31cfd18fc0724fe0,bac1ca21c5,success,capture,pagarme,2020-09-09 17:58:23.438000000
