payable_id,transaction_id,payable_created_at,company_id,amount,fee,installment,type,recipient_id,payment_method
38654c3b3446,27b0f6bcf8,2020-09-11 14:25:01.890000,e7569f550abcdb2,-11255,-305,,refund,re_fe4533c2138a517,credit_card
00e156f36b6a,c73b809641,2020-09-10 08:07:23.722000,fc0f30121c6ca42,3589,150,,credit,re_afa66597e73a8c5,boleto
e3ec8ef9cd5f,f9cb8e18f8,2020-09-09 17:56:22.442000,72e1a779fd75fe4,3999,107,1,credit,re_ecadd6ede4c0da7,credit_card
d4412b0ff81c,04fa0fb1bb,2020-09-09 17:59:47.917000,af6a0cb8cb4dd5a,1200,22,1,credit,re_4156fd99032d044,credit_card
7bc50e3d574a,04fa0fb1bb,2020-09-09 17:59:47.917000,af6a0cb8cb4dd5a,1200,22,2,credit,re_4156fd99032d044,credit_card
bdf0348631ab,66a96984fd,2020-09-09 17:49:38.375000,750852e7a627665,-20809,-872,,refund,re_6747d05fd8b2ece,credit_card
b31da23f0c12,66a96984fd,2020-09-09 17:40:38.258000,750852e7a627665,6936,292,2,credit,re_6747d05fd8b2ece,credit_card
3c3afc395ebf,66a96984fd,2020-09-09 17:40:38.258000,750852e7a627665,6937,288,1,credit,re_6747d05fd8b2ece,credit_card
5b10c52e9287,66a96984fd,2020-09-09 17:40:38.258000,750852e7a627665,6936,292,3,credit,re_6747d05fd8b2ece,credit_card
7e58a3e10d05,54443e1b2f,2020-09-09 17:55:40.051000,1c4debae7ef8522,6049,194,1,credit,re_a5c051e838fa15d,credit_card
953739efa54d,54443e1b2f,2020-09-09 17:55:40.051000,1c4debae7ef8522,6049,198,3,credit,re_a5c051e838fa15d,credit_card
c964df00a3a7,54443e1b2f,2020-09-09 17:55:40.051000,1c4debae7ef8522,6049,198,2,credit,re_a5c051e838fa15d,credit_card
d73b4e5051cf,75f52a9acd,2020-09-09 17:54:41.401000,c4891624372c0d7,6300,215,2,credit,re_035415040d71516,credit_card
012c2661acef,75f52a9acd,2020-09-09 17:54:41.401000,c4891624372c0d7,6300,215,3,credit,re_035415040d71516,credit_card
c3c49fdfc612,75f52a9acd,2020-09-09 17:54:41.401000,c4891624372c0d7,6300,211,1,credit,re_035415040d71516,credit_card
270d06c4a846,84afca41ff,2020-09-10 08:21:57.491000,d19e7f6bea6d0f3,990,149,,credit,re_299101f5b02464b,boleto
3f3f596cc473,9b31965e7e,2020-09-09 17:57:35.711000,2925552213860d0,5000,190,1,credit,re_836211e29d5b6c6,credit_card
3bcd360b66c7,7fdfbb17d8,2020-09-09 17:44:11.181000,094dd0ba5dcf146,9359,328,1,credit,re_da95b1e32761cd6,credit_card
b7b80bd92221,7fdfbb17d8,2020-09-09 17:44:11.181000,094dd0ba5dcf146,9359,327,2,credit,re_da95b1e32761cd6,credit_card
e63f757ea223,7fdfbb17d8,2020-09-21 14:23:03.364000,094dd0ba5dcf146,-18718,-655,,refund,re_da95b1e32761cd6,credit_card
6dc849e46bd3,8018c8743d,2020-09-09 17:56:42.727000,d19e7f6bea6d0f3,7970,148,2,credit,re_299101f5b02464b,credit_card
e84839ed2f71,8018c8743d,2020-09-09 17:56:42.726000,d19e7f6bea6d0f3,7970,141,1,credit,re_299101f5b02464b,credit_card
e1c1775f2769,8018c8743d,2020-09-09 17:56:42.727000,d19e7f6bea6d0f3,7970,148,5,credit,re_299101f5b02464b,credit_card
09bc519662ce,8018c8743d,2020-09-09 17:56:42.732000,d19e7f6bea6d0f3,7970,148,11,credit,re_299101f5b02464b,credit_card
27d43ef9befb,8018c8743d,2020-09-09 17:56:42.727000,d19e7f6bea6d0f3,7970,148,3,credit,re_299101f5b02464b,credit_card
2316a687c847,8018c8743d,2020-09-09 17:56:42.729000,d19e7f6bea6d0f3,7970,148,8,credit,re_299101f5b02464b,credit_card
8b9b1ffa4f32,8018c8743d,2020-09-09 17:56:42.727000,d19e7f6bea6d0f3,7970,148,4,credit,re_299101f5b02464b,credit_card
e60ad2797883,8018c8743d,2020-09-09 17:56:42.729000,d19e7f6bea6d0f3,7970,148,9,credit,re_299101f5b02464b,credit_card
48eb36f4dc90,8018c8743d,2020-09-09 17:56:42.730000,d19e7f6bea6d0f3,7970,148,10,credit,re_299101f5b02464b,credit_card
8878d591393a,8018c8743d,2020-09-09 17:56:42.727000,d19e7f6bea6d0f3,7970,148,6,credit,re_299101f5b02464b,credit_card
ea002c2605c9,8018c8743d,2020-09-09 17:56:42.728000,d19e7f6bea6d0f3,7970,148,7,credit,re_299101f5b02464b,credit_card
82391666cce7,8018c8743d,2020-09-09 17:56:42.732000,d19e7f6bea6d0f3,7970,148,12,credit,re_299101f5b02464b,credit_card
9f93b84d0bd8,91b5b71350,2020-09-12 06:02:47.162000,fc0f30121c6ca42,1989,150,,credit,re_afa66597e73a8c5,boleto
0962378fcf8b,f6a2b4d6a2,2020-09-11 06:22:44.280000,66e1ab77e18b7ac,462270,250,,credit,re_738496c2c197632,boleto
f819a04bfa67,e882f0f2b8,2020-09-09 17:40:54.323000,c073c11c93a896b,50000,1000,1,credit,re_f5d18150e930390,credit_card
2c05ed59dac2,e882f0f2b8,2020-09-10 16:16:48.637000,c073c11c93a896b,-50000,-1000,,refund,re_f5d18150e930390,credit_card
18ecfb138136,c3b2f93822,2020-09-10 08:21:54.805000,8146422c740be19,60000,220,,credit,re_d06f955c940beef,boleto
07ac4c2f7fbb,db360d56d8,2020-09-09 17:56:15.551000,1a7eb4fbc69cbe5,182864,6565,1,credit,re_7c7898a8ba8a108,credit_card
492a7afcca90,db360d56d8,2020-09-09 17:56:15.551000,1a7eb4fbc69cbe5,182868,6565,3,credit,re_7c7898a8ba8a108,credit_card
1605557bd2eb,db360d56d8,2020-09-09 17:56:15.551000,1a7eb4fbc69cbe5,182868,6565,2,credit,re_7c7898a8ba8a108,credit_card
3578e290c981,fef43fbb9b,2020-09-09 17:58:58.539000,fe3f48f88f15d46,9585,278,2,credit,re_f42c75c16722e84,credit_card
3ced4e45bcce,fef43fbb9b,2020-09-09 17:58:58.539000,fe3f48f88f15d46,9585,278,3,credit,re_f42c75c16722e84,credit_card
7695b75d198c,fef43fbb9b,2020-09-09 17:58:58.538000,fe3f48f88f15d46,9581,278,1,credit,re_f42c75c16722e84,credit_card
aa67ee5f2106,071ba130dd,2020-09-09 13:10:19.674000,a1c2f57e42dd0b9,19994,458,1,credit,re_7bf5f4be1a30c89,credit_card
b3f475f8c1db,071ba130dd,2020-09-09 13:10:19.674000,a1c2f57e42dd0b9,19993,458,3,credit,re_7bf5f4be1a30c89,credit_card
1e901205e940,071ba130dd,2020-09-09 13:10:19.674000,a1c2f57e42dd0b9,19993,458,2,credit,re_7bf5f4be1a30c89,credit_card
2f2e76db03e6,5db85007ea,2020-09-09 17:56:03.981000,c9bcb2e471c5d8e,2086,55,1,credit,re_3c77c3f2b4aa769,credit_card
9c30281d7fb6,5db85007ea,2020-09-09 17:56:03.982000,c9bcb2e471c5d8e,2089,64,6,credit,re_3c77c3f2b4aa769,credit_card
9fe4ddb0f472,5db85007ea,2020-09-09 17:56:03.982000,c9bcb2e471c5d8e,2089,64,4,credit,re_3c77c3f2b4aa769,credit_card
e5e37de8fee0,5db85007ea,2020-09-09 17:56:03.982000,c9bcb2e471c5d8e,2089,64,5,credit,re_3c77c3f2b4aa769,credit_card
0e8ba7dcfe16,5db85007ea,2020-09-09 17:56:03.983000,c9bcb2e471c5d8e,2089,64,7,credit,re_3c77c3f2b4aa769,credit_card
b250f7432238,5db85007ea,2020-09-09 17:56:03.982000,c9bcb2e471c5d8e,2089,64,2,credit,re_3c77c3f2b4aa769,credit_card
84b5a05b2116,5db85007ea,2020-09-09 17:56:03.983000,c9bcb2e471c5d8e,2089,64,8,credit,re_3c77c3f2b4aa769,credit_card
6b367ba4438d,5db85007ea,2020-09-09 17:56:03.982000,c9bcb2e471c5d8e,2089,64,3,credit,re_3c77c3f2b4aa769,credit_card
df484576bd05,5db85007ea,2020-09-09 17:56:03.984000,c9bcb2e471c5d8e,2089,64,10,credit,re_3c77c3f2b4aa769,credit_card
5c5e0eccca13,5db85007ea,2020-09-09 17:56:03.984000,c9bcb2e471c5d8e,2089,64,11,credit,re_3c77c3f2b4aa769,credit_card
23ccca67807c,5db85007ea,2020-09-09 17:56:03.984000,c9bcb2e471c5d8e,2089,64,12,credit,re_3c77c3f2b4aa769,credit_card
997db87a0d15,5db85007ea,2020-09-09 17:56:03.984000,c9bcb2e471c5d8e,2089,64,9,credit,re_3c77c3f2b4aa769,credit_card
d997671419ce,949073967f,2020-10-08 13:03:52.566000,93ee96f677b7abe,-32980,0,,refund,re_551b311d13a35ea,boleto
d707fbbd5c4a,949073967f,2020-10-02 07:21:22.333000,93ee96f677b7abe,32980,0,,refund_reversal,re_551b311d13a35ea,boleto
dde85dd77a52,949073967f,2020-10-01 14:32:41.321000,93ee96f677b7abe,-32980,0,,refund,re_551b311d13a35ea,boleto
5f54bdbd9b6e,949073967f,2020-09-11 06:22:41.858000,93ee96f677b7abe,44621,280,,credit,re_551b311d13a35ea,boleto
43dbe72a4357,7d7f7861a7,2020-09-09 17:58:10.210000,c073c11c93a896b,5000,90,1,credit,re_f5d18150e930390,credit_card
26fc4ad9792b,8861269aea,2020-09-10 13:07:40.133000,3f17a08d5af6b61,-50000,-1350,,refund,re_19f5935cdbb71c7,credit_card
b1fd496f5a8c,8861269aea,2020-09-09 21:42:56.077000,3f17a08d5af6b61,12500,338,3,credit,re_19f5935cdbb71c7,credit_card
4982acbf9e96,8861269aea,2020-09-09 21:42:56.077000,3f17a08d5af6b61,12500,338,4,credit,re_19f5935cdbb71c7,credit_card
4b0398bd37bd,8861269aea,2020-09-09 21:42:56.077000,3f17a08d5af6b61,12500,336,1,credit,re_19f5935cdbb71c7,credit_card
71782ecbfc64,8861269aea,2020-09-09 21:42:56.077000,3f17a08d5af6b61,12500,338,2,credit,re_19f5935cdbb71c7,credit_card
4068a7373944,fda43eeef6,2020-09-10 08:21:53.653000,f2ec0079ccc48ee,5081,380,,credit,re_c7ebffe3ebbca56,boleto
06cc6d099086,9fd99472a3,2020-09-10 08:21:53.344000,7d3b23b29f62c49,6479,210,,credit,re_6ce7f1d54178755,boleto
57394b1c0a51,b9cdbe989d,2020-09-25 06:10:42.627000,47a44233dda03cc,17000,200,,credit,re_ddd13a76a087790,boleto
dde6ea5f5780,e815e984a5,2020-09-09 17:55:49.923000,8cc03ff26c71e52,5688,168,1,credit,re_f862ba7cbc3b91a,credit_card
cf388cfa7f4a,e815e984a5,2020-09-09 17:55:49.923000,8cc03ff26c71e52,5692,168,3,credit,re_f862ba7cbc3b91a,credit_card
383b07aa5556,e815e984a5,2020-09-09 17:55:49.923000,8cc03ff26c71e52,5692,168,2,credit,re_f862ba7cbc3b91a,credit_card
3c5e2e04a151,2303c34791,2020-09-09 17:57:01.614000,cecbc44c45ee98e,4686,160,2,credit,re_9094c648ab46dd7,credit_card
d1286e498758,2303c34791,2020-09-09 17:57:01.614000,cecbc44c45ee98e,4679,156,1,credit,re_9094c648ab46dd7,credit_card
e5a250362bca,2303c34791,2020-09-09 17:57:01.615000,cecbc44c45ee98e,4686,160,5,credit,re_9094c648ab46dd7,credit_card
b1497b14e605,2303c34791,2020-09-09 17:57:01.615000,cecbc44c45ee98e,4686,160,6,credit,re_9094c648ab46dd7,credit_card
cce16d1621a9,2303c34791,2020-09-09 17:57:01.614000,cecbc44c45ee98e,4686,160,3,credit,re_9094c648ab46dd7,credit_card
af6f4fd5efaa,2303c34791,2020-09-09 17:57:01.615000,cecbc44c45ee98e,4686,160,4,credit,re_9094c648ab46dd7,credit_card
ffcbd081748d,6f7dfe3df2,2020-09-09 17:56:50.810000,8ec689240587a10,7330,210,3,credit,re_95771712b9e6744,credit_card
c62592fa61a4,6f7dfe3df2,2020-09-09 17:56:50.810000,8ec689240587a10,7330,210,2,credit,re_95771712b9e6744,credit_card
7a3f68487939,6f7dfe3df2,2020-09-09 17:56:50.810000,8ec689240587a10,7330,211,1,credit,re_95771712b9e6744,credit_card
a21f163c341b,4a3881dc3f,2020-09-09 17:54:53.802000,7135b2e61be87df,1000,32,1,credit,re_70b3feb0b8be973,credit_card
099fc411749d,048029c556,2020-09-10 08:07:24.199000,fc0f30121c6ca42,29268,150,,credit,re_afa66597e73a8c5,boleto
adb3bb5edabc,db9a59bb98,2020-09-10 08:07:23.881000,627c076cfa7de29,13984,130,,credit,re_40de3a057844a30,boleto
b6a8dfd6ea9e,2ced56b25e,2020-09-09 17:58:53.181000,8747b5935d3999e,2815,97,1,credit,re_ecfe068084dfde6,credit_card
7efeeea70cb4,2ced56b25e,2020-09-09 17:58:53.181000,8747b5935d3999e,2822,99,3,credit,re_ecfe068084dfde6,credit_card
4ff3ff90ed4f,2ced56b25e,2020-09-09 17:58:53.182000,8747b5935d3999e,2822,99,4,credit,re_ecfe068084dfde6,credit_card
2965842906a5,2ced56b25e,2020-09-09 17:58:53.182000,8747b5935d3999e,2822,99,5,credit,re_ecfe068084dfde6,credit_card
6ed575da241c,2ced56b25e,2020-09-09 17:58:53.182000,8747b5935d3999e,2822,99,6,credit,re_ecfe068084dfde6,credit_card
505c126a5683,2ced56b25e,2020-09-09 17:58:53.181000,8747b5935d3999e,2822,99,2,credit,re_ecfe068084dfde6,credit_card
07bfdc233095,c0a5e8bbea,2020-09-09 17:56:23.197000,42f2452e3b08e0f,9980,266,2,credit,re_ed19844a11ccc46,credit_card
a6aa7f911147,c0a5e8bbea,2020-09-09 17:56:23.197000,42f2452e3b08e0f,9980,267,1,credit,re_ed19844a11ccc46,credit_card
ca43fe7020fc,c4dae1d2f7,2020-09-11 06:22:43.349000,fd3ec57560dbd01,11556,380,,credit,re_ce72979ca7ea567,boleto
98352513f765,02b0aa3ac1,2020-09-09 17:57:09.188000,efd17a99ed76fc2,5504,190,1,credit,re_e554ef2d0aaf03b,credit_card
80d311ff9c6e,02b0aa3ac1,2020-09-09 17:57:09.188000,efd17a99ed76fc2,5504,194,3,credit,re_e554ef2d0aaf03b,credit_card
7e119887216c,02b0aa3ac1,2020-09-09 17:57:09.188000,efd17a99ed76fc2,5504,194,2,credit,re_e554ef2d0aaf03b,credit_card
857d363a5ad4,3d52c6a158,2020-09-09 17:57:16.883000,c073c11c93a896b,2500,45,1,credit,re_f5d18150e930390,credit_card
6740ae82765b,af956db7f8,2020-09-09 15:09:41.567000,707f3fa3d265b9e,86,83,1,credit,re_d1913fed79910b2,debit_card
3411e860e993,af956db7f8,2020-09-09 15:09:41.567000,707f3fa3d265b9e,2455,0,1,credit,re_57285efcb074368,debit_card
d83e87a8ec45,af956db7f8,2020-09-09 15:09:41.567000,707f3fa3d265b9e,3,0,1,credit,re_4b501c2152920ed,debit_card
11a455f9dd33,af956db7f8,2020-09-09 15:09:41.567000,707f3fa3d265b9e,2456,0,1,credit,re_9fbda0aa15bb5cf,debit_card
3e3c99e8909e,e6698a8f3b,2020-09-11 06:22:43.531000,9355effe89da9b0,2600,370,,credit,re_94d985276729064,boleto
8666aa68ec64,049882a03a,2020-09-10 08:21:53.129000,c71269b0d904f8c,16053,280,,credit,re_a6f70566214e483,boleto
9e8cef4e6725,5a4a952da3,2020-09-10 08:21:52.933000,47a75ac3d0932a8,35000,340,,credit,re_55750ca8efc385f,boleto
f0a77a37f54a,9d01ecedf2,2020-09-09 17:56:03.450000,89549d0dd8907e8,17850,625,1,credit,re_0cdb712a5c06ebe,credit_card
f549b485b159,9d01ecedf2,2020-09-09 17:56:03.451000,89549d0dd8907e8,17850,625,2,credit,re_0cdb712a5c06ebe,credit_card
77b79d8f5fa4,dcc417423b,2020-09-09 17:55:59.470000,44177410ae6617d,30000,1008,1,credit,re_27abb0675e49eb8,credit_card
c5fe40f93da5,dcc417423b,2020-09-09 17:55:59.471000,44177410ae6617d,30000,1008,10,credit,re_27abb0675e49eb8,credit_card
090fb7d99fad,dcc417423b,2020-09-09 17:55:59.470000,44177410ae6617d,30000,1008,3,credit,re_27abb0675e49eb8,credit_card
3ed7953d0a9b,dcc417423b,2020-09-09 17:55:59.470000,44177410ae6617d,30000,1008,2,credit,re_27abb0675e49eb8,credit_card
68d799ef3fc5,dcc417423b,2020-09-09 17:55:59.471000,44177410ae6617d,30000,1008,8,credit,re_27abb0675e49eb8,credit_card
9ad390c6048f,dcc417423b,2020-09-09 17:55:59.471000,44177410ae6617d,30000,1008,7,credit,re_27abb0675e49eb8,credit_card
f405b3b174ff,dcc417423b,2020-09-09 17:55:59.471000,44177410ae6617d,30000,1008,12,credit,re_27abb0675e49eb8,credit_card
4394e81b88de,dcc417423b,2020-09-09 17:55:59.470000,44177410ae6617d,30000,1008,4,credit,re_27abb0675e49eb8,credit_card
d41fad067cf7,dcc417423b,2020-09-09 17:55:59.471000,44177410ae6617d,30000,1008,11,credit,re_27abb0675e49eb8,credit_card
ef53a41240c7,dcc417423b,2020-09-09 17:55:59.470000,44177410ae6617d,30000,1008,6,credit,re_27abb0675e49eb8,credit_card
2c76ac092300,dcc417423b,2020-09-09 17:55:59.470000,44177410ae6617d,30000,1008,5,credit,re_27abb0675e49eb8,credit_card
767ce5ff7d62,dcc417423b,2020-09-09 17:55:59.471000,44177410ae6617d,30000,1008,9,credit,re_27abb0675e49eb8,credit_card
dc17755abc7e,d9078d3d4f,2020-09-10 08:07:20.210000,64d8741e09ba8ee,179910,130,,credit,re_53c0c4f1441f75f,boleto
e50c9c9f770b,da52959cac,2020-09-09 17:59:43.796000,da83a78d27ace3c,6900,72,1,credit,re_670e9c820505870,credit_card
b0c7eea7cea3,56d4bb5715,2020-09-09 17:53:54.346000,d19e7f6bea6d0f3,1646,30,5,credit,re_299101f5b02464b,credit_card
18888d1adee9,56d4bb5715,2020-09-09 17:53:54.346000,d19e7f6bea6d0f3,1646,30,4,credit,re_299101f5b02464b,credit_card
e1311a407e15,56d4bb5715,2020-09-09 17:53:54.345000,d19e7f6bea6d0f3,1646,30,3,credit,re_299101f5b02464b,credit_card
846c7b3d783e,56d4bb5715,2020-09-09 17:53:54.345000,d19e7f6bea6d0f3,1646,30,2,credit,re_299101f5b02464b,credit_card
9327a862f049,56d4bb5715,2020-09-09 17:53:54.345000,d19e7f6bea6d0f3,1646,27,1,credit,re_299101f5b02464b,credit_card
81dd059784eb,56d4bb5715,2020-09-09 17:53:54.346000,d19e7f6bea6d0f3,1646,30,6,credit,re_299101f5b02464b,credit_card
30ddd9f80a61,56d4bb5715,2020-09-11 21:13:47.309000,d19e7f6bea6d0f3,-9876,-177,,refund,re_299101f5b02464b,credit_card
68e3cc4d5fc8,7b1109584e,2020-09-09 17:58:48.990000,e477ae7030796cf,5600,190,2,credit,re_d6648a102df4de1,credit_card
5df5ed9c5905,7b1109584e,2020-09-09 17:58:48.990000,e477ae7030796cf,5600,190,1,credit,re_d6648a102df4de1,credit_card
7ee6956e316b,61fc498615,2020-09-09 17:55:14.620000,852d29346e0e61a,8356,213,1,credit,re_2d09c8ac51e70b5,credit_card
686b5e295535,61fc498615,2020-09-09 17:55:14.620000,852d29346e0e61a,8355,213,2,credit,re_2d09c8ac51e70b5,credit_card
ff69375ea215,2ea021a905,2020-09-11 06:22:42.216000,c1d92de4cfc43ce,75938,0,,credit,re_232fa707c11b378,boleto
a1528810f52a,2ea021a905,2020-09-11 06:22:42.216000,c1d92de4cfc43ce,1450,234,,credit,re_9516d5320c0ca32,boleto
947db8292cf4,95957797ae,2020-09-09 14:48:48.776000,707f3fa3d265b9e,298,0,4,credit,re_4b501c2152920ed,credit_card
cb0d9880b6f3,95957797ae,2020-09-09 14:48:48.775000,707f3fa3d265b9e,298,0,2,credit,re_4b501c2152920ed,credit_card
21224cf10504,95957797ae,2020-09-09 14:48:48.776000,707f3fa3d265b9e,298,0,3,credit,re_4b501c2152920ed,credit_card
90ce390a84a9,95957797ae,2020-09-09 14:48:48.775000,707f3fa3d265b9e,299,0,1,credit,re_4b501c2152920ed,credit_card
3c7eb57a76eb,95957797ae,2020-09-09 14:48:48.776000,707f3fa3d265b9e,675,379,1,credit,re_d1913fed79910b2,credit_card
1fb619a33f0d,95957797ae,2020-09-09 14:48:48.774000,707f3fa3d265b9e,12776,0,1,credit,re_f95380e46801ce1,credit_card
729c95b81fab,95957797ae,2020-09-09 14:48:48.775000,707f3fa3d265b9e,12775,0,3,credit,re_f95380e46801ce1,credit_card
63c2306e11df,95957797ae,2020-09-09 14:48:48.775000,707f3fa3d265b9e,12775,0,2,credit,re_f95380e46801ce1,credit_card
6e5ff3071b44,95957797ae,2020-09-09 14:48:48.775000,707f3fa3d265b9e,12775,0,4,credit,re_f95380e46801ce1,credit_card
af50b0ede485,95957797ae,2020-09-09 14:48:48.776000,707f3fa3d265b9e,677,378,2,credit,re_d1913fed79910b2,credit_card
72a1a9115a5a,95957797ae,2020-09-09 14:48:48.776000,707f3fa3d265b9e,677,378,3,credit,re_d1913fed79910b2,credit_card
a18c1ee290f6,95957797ae,2020-09-09 14:48:48.776000,707f3fa3d265b9e,677,378,4,credit,re_d1913fed79910b2,credit_card
2397e2b7689c,065eaeefe8,2020-09-10 08:21:57.497000,93ee96f677b7abe,8123,280,,credit,re_551b311d13a35ea,boleto
abc18fe8ba20,b2f778cc3c,2020-09-09 17:56:34.503000,1ba1ddf211b8fac,14272,464,1,credit,re_575e4a395611cd6,credit_card
d794aaaac731,b2f778cc3c,2020-09-09 17:56:34.503000,1ba1ddf211b8fac,14276,464,3,credit,re_575e4a395611cd6,credit_card
6e688b3da5e5,b2f778cc3c,2020-09-09 17:56:34.503000,1ba1ddf211b8fac,14276,464,2,credit,re_575e4a395611cd6,credit_card
4fd6dc6ed9e0,031d8b21be,2020-09-09 17:55:16.413000,d989f5c5540226b,7496,179,1,credit,re_57726bcf8a6b4be,credit_card
2db7196c643e,17cf486f2b,2020-09-09 17:46:03.816000,5a9c29a2bfe6282,3001,107,1,credit,re_a0d4ef138b3175c,credit_card
26ef463357c3,17cf486f2b,2020-09-09 17:46:03.816000,5a9c29a2bfe6282,3000,107,2,credit,re_a0d4ef138b3175c,credit_card
2ff9e7493b88,17cf486f2b,2020-09-23 19:11:32.579000,5a9c29a2bfe6282,-6001,-214,,refund,re_a0d4ef138b3175c,credit_card
b428b7bf8960,e0e46ba32b,2020-09-11 06:22:44.873000,274ae83f1280599,8310,198,,credit,re_8400366c90744b6,boleto
d36549e29645,e0e46ba32b,2020-09-11 06:22:44.873000,274ae83f1280599,631,0,,credit,re_683b0ee6eff3c2f,boleto
704253cee9f1,e0e46ba32b,2020-09-11 06:22:44.873000,274ae83f1280599,1579,0,,credit,re_5f003221ceaa703,boleto
e801cdbf71d3,30844f0a1c,2020-09-10 08:21:53.535000,39ce9e85982b180,39000,250,,credit,re_e7736cd5be34e73,boleto
0d62030f3a6b,b19a331f34,2020-09-10 08:21:52.337000,be705dceee9529d,10900,322,,credit,re_6d6967b66b49140,boleto
266ae7fef7ea,11701f26ca,2020-09-30 06:11:21.040000,d19e7f6bea6d0f3,19700,149,,credit,re_299101f5b02464b,boleto
5934fe495178,b4718114be,2020-09-09 19:32:02.210000,7b6ba63374559d5,3333,79,1,credit,re_2e11df9a9699c33,credit_card
64b98429c772,b4718114be,2020-09-09 19:32:02.210000,7b6ba63374559d5,3333,78,3,credit,re_2e11df9a9699c33,credit_card
75f9087f770c,b4718114be,2020-09-09 19:32:02.210000,7b6ba63374559d5,3333,78,2,credit,re_2e11df9a9699c33,credit_card
f6d3857cb571,be2db935a9,2020-09-09 17:57:15.230000,dee3b73faaac643,690,18,1,credit,re_59aaa095f8aed58,credit_card
37a1b803eb94,7be01ad12d,2020-09-12 07:04:47.902000,47a44233dda03cc,18000,220,,credit,re_ddd13a76a087790,boleto
b865661dc3c6,131a619114,2020-09-10 08:07:22.739000,15d89843ea0b832,13427,380,,credit,re_41d56b8042ef284,boleto
6470d2f9646a,e6bd6a44ee,2020-09-09 17:57:01.877000,7f74ca6c8e36c8d,10900,326,1,credit,re_0bb3e38a7c00b05,credit_card
581dbbe7a048,c6ceab8c28,2020-09-09 17:55:06.520000,5d65dede69dbbf5,10978,273,2,credit,re_c12b9733b201521,credit_card
08fed5c0bb08,c6ceab8c28,2020-09-09 17:55:06.520000,5d65dede69dbbf5,10978,273,3,credit,re_c12b9733b201521,credit_card
e5cd4a51cf41,c6ceab8c28,2020-09-09 17:55:06.520000,5d65dede69dbbf5,10974,274,1,credit,re_c12b9733b201521,credit_card
4440b0559073,ff42ef7d97,2020-09-09 17:55:41.863000,a8521ed11711b5f,7002,138,1,credit,re_b286d0facdf81e9,credit_card
2b85a3b3fdfa,ff42ef7d97,2020-09-09 17:55:41.863000,a8521ed11711b5f,7001,142,2,credit,re_b286d0facdf81e9,credit_card
95c0a4502ec7,ff42ef7d97,2020-09-09 17:55:41.863000,a8521ed11711b5f,7001,142,3,credit,re_b286d0facdf81e9,credit_card
a6a7bd143cae,40fa6a8077,2020-09-09 17:56:06.342000,d19e7f6bea6d0f3,3700,63,1,credit,re_299101f5b02464b,credit_card
4012763c72f0,c04f1cca88,2020-09-10 08:21:53.344000,fe3f48f88f15d46,9361,230,,credit,re_f42c75c16722e84,boleto
014f1d15c5b0,17d5ba9327,2020-09-09 18:45:38.309000,eb30334ed6ef608,7715,240,1,credit,re_6b1b5377ce4abb5,credit_card
7a8582efeb0a,17d5ba9327,2020-09-09 18:45:38.311000,eb30334ed6ef608,7717,239,6,credit,re_6b1b5377ce4abb5,credit_card
94c36f17e977,17d5ba9327,2020-09-09 18:45:38.309000,eb30334ed6ef608,7717,239,4,credit,re_6b1b5377ce4abb5,credit_card
d0b3feea9590,17d5ba9327,2020-09-09 18:45:38.310000,eb30334ed6ef608,7717,239,5,credit,re_6b1b5377ce4abb5,credit_card
ec3599c254af,17d5ba9327,2020-09-09 18:45:38.309000,eb30334ed6ef608,7717,239,2,credit,re_6b1b5377ce4abb5,credit_card
62c130358fb6,17d5ba9327,2020-09-09 18:45:38.309000,eb30334ed6ef608,7717,239,3,credit,re_6b1b5377ce4abb5,credit_card
ad3b13190f88,fed5259a37,2020-09-10 08:21:52.678000,abe80e5d208f9d1,12900,300,,credit,re_ea8d27605990611,boleto
792fa8402710,f7a0aee277,2020-09-09 17:58:55.299000,8e0507987b9607e,23015,872,1,credit,re_dc0089934b4b660,credit_card
ed5c6d3cd6c3,153118527f,2020-09-11 06:22:44.573000,1fcca87e66057cf,33387,300,,credit,re_e6c764123d2f256,boleto
792a578efaa1,984ea89700,2020-09-09 17:56:23.184000,85fbc0814f7493f,1013,20,1,credit,re_4f8610d834519a1,credit_card
cae101e978ff,86a4378e37,2020-09-09 17:59:35.716000,c073c11c93a896b,5000,90,1,credit,re_f5d18150e930390,credit_card
395eb8c0e5c5,cdeab41229,2020-09-10 08:21:56.814000,8e84e5551746c8d,17479,180,,credit,re_d78132aa6ce8086,boleto
14076f29a9a1,ffcdcf1602,2020-09-09 17:57:52.400000,852d29346e0e61a,7949,204,3,credit,re_2d09c8ac51e70b5,credit_card
295f50a964cb,ffcdcf1602,2020-09-09 17:57:52.400000,852d29346e0e61a,7949,204,4,credit,re_2d09c8ac51e70b5,credit_card
745e1aac8956,ffcdcf1602,2020-09-09 17:57:52.399000,852d29346e0e61a,7944,199,1,credit,re_2d09c8ac51e70b5,credit_card
f44f21323f55,ffcdcf1602,2020-09-09 17:57:52.400000,852d29346e0e61a,7949,204,2,credit,re_2d09c8ac51e70b5,credit_card
61c2492629da,39a3445910,2020-09-10 08:21:52.232000,c71269b0d904f8c,12092,280,,credit,re_a6f70566214e483,boleto
74f611be3add,eb5051b57f,2020-09-09 17:55:06.627000,599188c7d4386dd,23111,675,1,credit,re_e6125d8542d2222,credit_card
